slutpris,utgangspris,prisutv,antal_rum,boarea,biarea,tomtarea,byggar,driftkostnad,sälj_datum,område,latitude,longitude
5450000,5595000,-145000,6,148,97,680,1947,55505,25 maj 2023,Bergdala,55.5647496,12.9969785
4400000,3995000,405000,4,102,NA,470,1909,31807,25 maj 2023,Tygelsjö,55.5169132,13.0044825
6500000,6895000,-395000,8,208,210,823,1920,46000,25 maj 2023,Eriksfält,57.6568552,11.9883776
5000000,4795000,205000,5,132,114,571,1937,64645,24 maj 2023,Rosengård,55.5807007,13.04061155
4550000,4695000,-145000,4,104,91,594,1963,54000,24 maj 2023,Virentofta,55.586145,13.0765402
4825000,5395000,-570000,6,150,38,384,1976,43066,23 maj 2023,Bunkeflostrand,55.5486887,12.9165941
2490000,2995000,-505000,3,66,NA,501,1945,40821,21 maj 2023,Bunkeflostrand,56.660889014154,12.8067220171378
5775000,6175000,-400000,5,140,35,307,1967,40900,19 maj 2023,Hyllie,55.5703972,12.9671131572854
3995000,3995000,0,5,125,93,600,1935,42050,19 maj 2023,Kattarp,57.6732272,11.8975296
5750000,5750000,0,5,142,25,682,2004,39983,19 maj 2023,Riseberga,55.5964703,13.0899383836101
5695000,5695000,0,3,50,37,218,1914,40593,18 maj 2023,Limhamn,55.58549395,12.9377761
6975000,6975000,0,6,169,44,1191,1928,62657,17 maj 2023,Kulladal,55.57495605,12.99438615
18000000,22000000,-4000000,8,290,130,2232,1909,210705,16 maj 2023,Fridhem,57.54891875,11.9548675
6900000,6795000,105000,5,115,79,768,1923,66902,14 maj 2023,Rostorp,57.7305762,11.9171877
4175000,4175000,0,4,125,NA,1612,1939,59318,13 maj 2023,Klagshamn,55.52401955,12.9458895968393
3995000,3995000,0,7,155,30,488,1974,26132,12 maj 2023,Oxie,55.5523196,13.1003987
5075000,4795000,280000,6,144,90,620,1973,53285,12 maj 2023,Djupadal,58.3890907,15.5550867926983
3950000,4995000,-1045000,4,154,NA,500,1971,48378,12 maj 2023,Djupadal,55.56858,12.9575675
12000000,10900000,1100000,7,210,105,819,1921,46000,12 maj 2023,Sjösida,55.5913177,12.9583246577046
3700000,3795000,-95000,4,108,54,553,1969,41000,12 maj 2023,villastad,55.57623095,13.07309365
4450000,4950000,-500000,7,270,84,2473,1917,49718,11 maj 2023,Oxie,55.5515784,13.0990583650263
3985000,4195000,-210000,4,85,11,517,1947,29990,11 maj 2023,Bunkeflostrand,57.665396,12.1115207196171
7325000,6975000,350000,6,145,NA,597,1930,53000,10 maj 2023,Djupadal,55.5762733,12.9588659217624
8600000,9395000,-795000,8,189,70,722,1934,47720,10 maj 2023,Limhamn,55.58224115,12.9458928205947
4200000,4495000,-295000,4,94,NA,410,1958,39200,8 maj 2023,Husie,55.6000257,13.0753223940289
5900000,4895000,1005000,NA,113,62,739,1955,39345,7 maj 2023,Djupadal,55.57660615,12.9571073083353
6350000,6995000,-645000,4,162,32,500,1928,53354,6 maj 2023,Limhamn,58.1460104,11.8312119
7700000,7495000,205000,6,168,NA,692,2012,40400,5 maj 2023,Bunkeflostrand,55.5474743,12.9263964
3500000,3990000,-490000,7,105,NA,735,1935,39400,5 maj 2023,Videdal,57.69332645,12.0057408817944
5600000,5700000,-100000,6,119,31,838,1957,62500,4 maj 2023,Bellevue,55.5781715,12.9729945
3975000,3975000,0,4,104,63,763,1939,61466,4 maj 2023,Käglinge,55.53109655,13.07717905
4800000,4895000,-95000,4,121,NA,539,2007,30300,2 maj 2023,Kristineberg,57.76056785,12.0500046487939
4000000,3995000,5000,4,123,NA,719,1976,39700,30 april 2023,Husie,55.59065165,13.0580019451445
8750000,9995000,-1245000,7,300,255,5624,1870,68774,29 april 2023,Kvissle,57.3873791,12.6737494
7000000,6795000,205000,5,158,60,946,1939,39797,28 april 2023,Bunkeflostrand,55.56057755,12.91428365
4100000,4495000,-395000,5,110,NA,514,1954,23560,28 april 2023,Bunkeflostrand,59.2680738,18.1123672
5850000,5995000,-145000,5,101,56,536,1925,35583,28 april 2023,Håkanstorp,55.59909925,13.04205295
7650000,8295000,-645000,6,195,80,934,1940,44668,28 april 2023,Bunkeflostrand,55.5327438,12.9229901
4050000,3795000,255000,4,105,48,364,1965,38192,28 april 2023,Videdal,55.59256705,13.0647262200152
5150000,5490000,-340000,7,182,16,808,1910,41000,27 april 2023,Husie,55.5863159,13.0859913
8350000,8695000,-345000,9,262,45,1115,1915,45827,26 april 2023,Tygelsjö,55.51402565,12.998172
5150000,5795000,-645000,4,129,NA,301,2011,44227,26 april 2023,Tygelsjö,55.5174699,12.98566
4700000,4595000,105000,4,98,12,770,1909,NA,26 april 2023,Vintrie,55.5513932,12.964203
5300000,5495000,-195000,5,147,9,516,2007,35140,25 april 2023,Kristineberg,55.5427237,13.07576335
5300000,5195000,105000,5,110,NA,581,1927,55490,24 april 2023,Kvarnby,55.58722265,13.1105582481428
3850000,4195000,-345000,5,166,NA,955,1976,37287,23 april 2023,Ulricedal,57.6544751,11.88956395
7200000,7975000,-775000,6,176,NA,602,2008,43100,22 april 2023,Vintrie,55.5506916431519,12.9732422712668
4610000,4795000,-185000,5,142,NA,198,2008,46094,22 april 2023,Kvarnby,55.5885007,13.0961355635426
4600000,4495000,105000,6,154,NA,344,1997,28347,21 april 2023,Husie,55.5864422,13.0898904923116
5800000,5990000,-190000,4,96,NA,517,2012,34900,21 april 2023,Strandhem,58.6171951,16.1279297
5750000,5995000,-245000,4,120,NA,465,NA,34660,21 april 2023,Tygelsjö,61.71044685,16.1539863956063
6900000,7495000,-595000,7,212,4,806,1975,46500,20 april 2023,Hyllie,55.57471775,12.97066895
4300000,4395000,-95000,6,119,24,396,1927,64000,20 april 2023,Klagshamn,55.52345325,12.9286230200247
5700000,5995000,-295000,5,115,56,624,1920,48519,19 april 2023,Kulladal,55.57101025,12.99645835
7150000,7295000,-145000,6,162,NA,570,2007,39975,18 april 2023,Bunkeflostrand,55.5510224,12.9297046
4485000,4695000,-210000,4,96,NA,501,1959,38054,18 april 2023,Riseberga,55.6022915,13.0845685801012
7300000,7900000,-600000,4,122,40,617,1923,NA,18 april 2023,Limhamn,55.57619245,12.94135385
7400000,7450000,-50000,8,194,50,1350,1915,40166,15 april 2023,KLAGSHAMN,55.5583233,12.9190044
3820000,4695000,-875000,4,118,100,669,1947,26509,14 april 2023,Husie,55.5834337,13.075631
4000000,4495000,-495000,7,130,90,620,1947,38803,14 april 2023,Eriksfält,55.57346215,13.0054362918564
6350000,5490000,860000,6,134,105,861,1962,41150,14 april 2023,Djupadal,55.5732513,12.9508380061834
7900000,8495000,-595000,6,161,91,898,1954,55938,13 april 2023,Mellanheden,55.5827795,12.9663234544837
3200000,3695000,-495000,6,145,NA,492,1974,36635,12 april 2023,Oxie,55.55144435,13.1033139
3495000,3495000,0,6,145,NA,518,1974,41399,12 april 2023,Oxie,55.55179205,13.1028686889825
6475000,6475000,0,7,123,79,800,1957,47850,12 april 2023,Bunkeflostrand,55.55857715,12.9242326
4670000,4490000,180000,3,77,46,410,1896,29591,11 april 2023,Sofielund,55.5854139,13.014598
10000000,10675000,-675000,6,154,7,616,1896,51242,6 april 2023,Limhamn,59.3385379,18.0557194
3700000,3495000,205000,8,116,72,741,1929,NA,5 april 2023,Hindby,55.57451835,13.0281581563127
10500000,10450000,50000,6,183,73,978,1929,65772,31 mars 2023,Bellevue,55.58709965,12.96528275
9250000,7995000,1255000,6,176,145,855,1928,44750,30 mars 2023,Rosenvång,59.318759,18.059673
4150000,4500000,-350000,5,172,NA,584,1974,37443,30 mars 2023,Bergdala,57.5542837,12.5382836
6250000,6495000,-245000,5,137,21,409,2006,31171,28 mars 2023,Bunkeflostrand,55.5500927,12.9197979
4500000,4995000,-495000,5,94,15,225,1929,36400,28 mars 2023,Hyllieby,55.5700577,12.9631123
6100000,6390000,-290000,6,150,NA,275,2004,46800,27 mars 2023,Bunkeflostrand,55.5531485,12.9274834
5400000,5695000,-295000,6,160,94,747,1923,41600,26 mars 2023,Kulladal,55.5647884,12.9958715
8800000,9300000,-500000,7,181,NA,556,1998,25146,26 mars 2023,Limhamn,55.5805121,12.924457
5230000,4695000,535000,4,122,NA,189,1989,43400,25 mars 2023,Kirseberg,56.6725076,12.8710726974536
16200000,15750000,450000,7,233,102,1035,1938,68608,24 mars 2023,Sjösida,59.3795387,16.5264238
5500000,5995000,-495000,7,171,22,618,2013,35516,24 mars 2023,Käglinge,55.528949,13.07662835
6500000,6675000,-175000,5,110,80,923,1955,53610,22 mars 2023,Rosenvång,55.582152,12.9508219307397
5695000,5695000,0,5,142,NA,362,2003,40905,22 mars 2023,Bunkeflostrand,55.5525589,12.9272936
3150000,3595000,-445000,5,136,21,423,1909,52951,21 mars 2023,Husie,55.58775095,13.0888224052093
15400000,15950000,-550000,7,260,NA,1140,2008,33525,20 mars 2023,Mellanheden,57.6972856,11.9752512
5100000,5495000,-395000,5,132,NA,369,2003,27384,19 mars 2023,Kvarnby,55.58650595,13.1013175957438
23000000,26000000,-3000000,11,327,188,1502,1907,67732,19 mars 2023,Limhamn,57.8702152,11.9812811
6005000,6195000,-190000,7,210,33,637,1968,59570,18 mars 2023,Husie,55.58174815,13.0755262036127
3340000,3495000,-155000,3,57,NA,585,1946,22956,17 mars 2023,Strandhem,55.5392871,12.9171488
5295000,5295000,0,5,145,37,878,2003,42950,17 mars 2023,Käglinge,55.5314918,13.0929050098024
3350000,3295000,55000,5,127,127,730,1967,14117,16 mars 2023,Käglinge,55.53608875,13.0789583994389
4750000,4995000,-245000,3,105,57,638,1924,54024,16 mars 2023,Limhamn,55.5772667,12.945704585545
4695000,4695000,0,6,129,NA,448,1967,50505,15 mars 2023,Villastad,55.57479035,13.07027515
7000000,6295000,705000,5,99,99,710,1959,42429,15 mars 2023,Limhamn,55.6908928,13.1690681
4400000,4295000,105000,4,94,NA,513,1959,39000,15 mars 2023,Husie,55.60067705,13.0787803497021
5850000,5995000,-145000,5,147,10,343,2006,36581,12 mars 2023,Kvarnby,55.58744195,13.102814785
5400000,5995000,-595000,5,140,130,803,1967,43414,11 mars 2023,Bunkeflostrand,55.5583926,12.9227272106378
5400000,5495000,-95000,6,169,29,880,1982,49769,10 mars 2023,Valdemarsro,55.61077695,13.0727053082869
3900000,4195000,-295000,5,130,NA,580,1955,34325,10 mars 2023,Riseberga,55.5995159,13.08190501875
5650000,6200000,-550000,4,121,NA,995,2007,49290,8 mars 2023,Tygelsjö,55.52300745,13.0037904
6300000,6300000,0,6,132,NA,995,1950,47726,8 mars 2023,KLAGSHAMN,55.5238394,12.9305897
6250000,6495000,-245000,7,192,30,384,1976,33790,4 mars 2023,Bunkeflostrand,55.5486887,12.9165941
4940000,5495000,-555000,5,147,78,589,1965,35146,2 mars 2023,Kulladal,55.5746173,13.0033117120764
7950000,8475000,-525000,6,164,NA,355,2019,40000,2 mars 2023,Bunkeflostrand,55.54566655,12.9197549
5900000,6195000,-295000,5,126,NA,1038,1992,53345,2 mars 2023,Kvarnby,55.58689385,13.1092411947917
4495000,4495000,0,5,140,NA,625,1990,39300,1 mars 2023,Riseberga,55.6015872,13.0904422294487
4500000,4795000,-295000,4,93,NA,525,1964,30540,28 februari 2023,Riseberga,55.6012154,13.0875738433835
3900000,4195000,-295000,5,116,56,924,1927,46603,28 februari 2023,Gullvik,55.5692792,13.0352309859971
3945000,3995000,-50000,4,129,44,651,1966,11027,27 februari 2023,Villastad,55.5775163,13.0626230835496
7100000,7695000,-595000,6,165,8,552,1973,51880,27 februari 2023,Limhamn,55.5828063,12.9367725
5300000,5295000,5000,7,189,73,1025,1966,6750,27 februari 2023,Hindby,55.5745194,13.0409858585006
4700000,4995000,-295000,4,121,NA,540,2007,35807,27 februari 2023,Kristineberg,57.76024955,12.0512780802185
5400000,5495000,-95000,5,206,23,1234,1900,52100,27 februari 2023,Husie,55.8959404,12.8788298
3475000,3395000,80000,6,127,21,494,1976,17400,27 februari 2023,Kyrkby,55.54992395,13.0926541
4725000,4600000,125000,4,91,15,556,1992,55900,24 februari 2023,Strandhem,58.37917415,15.6967357929841
3125000,2995000,130000,3,73,NA,958,NA,42975,24 februari 2023,Stenkällan,58.56761865,16.1642378
4000000,3995000,5000,5,112,69,765,1967,43948,23 februari 2023,Villastad,55.5774393,13.0653329
10750000,11750000,-1000000,7,200,60,990,1930,47776,23 februari 2023,Solbacken,55.5869854,12.9719213
5500000,6495000,-995000,6,151,10,511,2005,41500,22 februari 2023,OXIE,55.54168785,13.0738521941157
4750000,4995000,-245000,6,151,NA,343,2005,56667,20 februari 2023,Kristineberg,56.1008957,12.7535155621297
5700000,5495000,205000,7,200,NA,566,1996,60324,20 februari 2023,Riseberga,55.6045857,13.0908059
6000000,6495000,-495000,5,NA,NA,261,2021,35500,20 februari 2023,Tygelsjö,57.7089888,11.9664656
6350000,5995000,355000,6,153,9,755,1928,66400,18 februari 2023,Klagshamn,55.5583233,12.9190044
3170000,2995000,175000,7,136,25,500,1964,27940,16 februari 2023,Kyrkby,55.54602985,13.1000866142759
5250000,4795000,455000,4,124,NA,613,2006,47270,16 februari 2023,Kristineberg,55.53892625,13.0771611030744
5047500,4995000,52500,7,192,NA,417,1975,39201,16 februari 2023,Bunkeflostrand,55.5479781,12.9118409
3000000,3995000,-995000,3,105,75,550,1946,59758,13 februari 2023,Eriksfält,55.5745857,13.0067051698684
4250000,3995000,255000,4,85,15,989,1930,37636,10 februari 2023,Riseberga,55.5960943,13.0824715748978
4950000,4975000,-25000,4,98,2,516,1945,44800,9 februari 2023,Bunkeflostrand,55.5400926,12.9124424
7300000,8100000,-800000,5,145,62,822,1985,62206,9 februari 2023,Klagshamn,55.5288922,12.9262552
5525000,5595000,-70000,5,125,NA,385,1967,51027,8 februari 2023,Bunkeflostrand,59.3268268,17.937352982807
4100000,4495000,-395000,6,124,14,339,1978,21560,8 februari 2023,Kristineberg,55.545912,13.0724679
9375000,9750000,-375000,5,186,46,1194,2022,46000,7 februari 2023,Bunkeflostrand,55.5446287,12.9448924
5000000,4995000,5000,5,122,NA,476,1986,40569,7 februari 2023,BUNKEFLOSTRAND,55.5598247,12.91141705
5050000,5195000,-145000,4,147,16,487,1968,47900,7 februari 2023,Husie,55.60296885,13.0878189686151
8600000,8995000,-395000,5,192,15,570,1965,42610,5 februari 2023,Solbacken,55.5876519,12.9739423701972
7725000,8995000,-1270000,8,196,120,792,NA,66235,31 januari 2023,Solbacken,55.5877064,12.9802421198291
3750000,3995000,-245000,5,120,NA,655,1980,41400,31 januari 2023,Hindby,55.5760295,13.0408514643035
4200000,4695000,-495000,5,120,NA,989,2000,36684,30 januari 2023,Oxie,55.5301685,13.09019405
8800000,8495000,305000,6,165,30,472,1998,54500,29 januari 2023,Djupadal,55.5743472,12.9642301577049
5400000,5695000,-295000,5,174,107,1065,1947,51337,28 januari 2023,Tygelsjö,55.52618515,12.9972343
5600000,5695000,-95000,5,125,35,875,2007,20500,27 januari 2023,Kristineberg,57.7529526,12.0740633
3100000,3795000,-695000,NA,94,NA,410,1958,38430,25 januari 2023,Riseberga,55.6000257,13.0753223940289
13450000,13450000,0,8,209,104,1100,1945,40100,25 januari 2023,Sjösida,59.3489326397191,18.0469534025338
4100000,4195000,-95000,7,136,115,1178,1945,NA,24 januari 2023,Husie,55.5844507,13.0744353
4495000,5295000,-800000,6,136,NA,344,2006,34892,22 januari 2023,Käglinge,55.5334282,13.0737174057205
5900000,5750000,150000,5,NA,NA,324,2016,31864,22 januari 2023,Klagshamn,56.6499735,16.4803906
6200000,7195000,-995000,7,197,18,670,1997,40910,21 januari 2023,Riseberga,55.6054729,13.0934279057227
3850000,3900000,-50000,4,135,NA,277,1987,38929,21 januari 2023,Bulltofta,55.60864355,13.0577072
4700000,5295000,-595000,5,127,32,663,1990,41488,20 januari 2023,Käglinge,55.5332664,13.0816884153733
5200000,5475000,-275000,3,90,NA,363,1967,24000,19 januari 2023,Bunkeflostrand,55.7073541,13.173298
3330000,3475000,-145000,3,75,36,757,1923,26098,14 januari 2023,Klagshamn,55.52343635,12.9423971
6900000,6795000,105000,5,140,23,668,2006,39000,14 januari 2023,Klagshamn,55.53070025,12.9328142496392
6010000,5995000,15000,4,117,64,800,1936,45214,13 januari 2023,Kulladal,55.57157055,12.99112465
6500000,6795000,-295000,6,143,NA,463,2006,36000,13 januari 2023,Klagshamn,55.5245977,12.9378915
8430000,7995000,435000,6,249,108,2050,2006,75600,13 januari 2023,Tygelsjö,55.5172479,12.9489485847008
6500000,7000000,-500000,7,185,8,949,1966,42300,11 januari 2023,Bunkeflostrand,55.5586979,12.910853848913
5200000,5295000,-95000,7,130,83,693,1973,43050,10 januari 2023,Almvik,55.55802885,13.0252912738301
6300000,6495000,-195000,5,123,147,906,1968,61146,7 januari 2023,Limhamn,55.57692745,12.92154585
6500000,6795000,-295000,5,170,33,743,1935,37996,6 januari 2023,Videdal,55.59332525,13.0696154
3900000,4195000,-295000,4,140,31,376,1961,4755,6 januari 2023,Gullvik,55.57059875,13.03623445
5200000,5695000,-495000,3,107,NA,234,1909,46700,26 december 2022,Vintrie,55.5541942,12.9723722
6950000,6995000,-45000,8,165,NA,190,2022,26000,22 december 2022,Elinegård,55.5750497,12.9262582
5250000,6295000,-1045000,7,216,49,591,1973,31463,22 december 2022,Riseberga,55.5989078,13.0749356250828
6800000,7475000,-675000,6,158,NA,392,2008,48200,21 december 2022,Bunkeflostrand,55.5592999,12.9285524768599
5000000,5475000,-475000,5,133,24,320,1968,41000,20 december 2022,Bunkeflostrand,59.26936215,17.95186535
4000000,3995000,5000,6,168,115,559,1977,10052,16 december 2022,Gullvik,55.5710144,13.0329425438788
4350000,4795000,-445000,5,146,138,500,1976,47700,9 december 2022,Riseberga,55.59706545,13.0745937
5200000,5995000,-795000,7,175,110,626,1971,8369,9 december 2022,Husie,55.59096275,13.0798745464053
6000000,6250000,-250000,6,143,NA,672,2022,32000,6 december 2022,Oxie,56.68625665,12.8877665
5850000,5650000,200000,6,155,13,407,1972,41276,5 december 2022,LIMHAMN,55.5696623,12.9515510128494
8400000,7950000,450000,4,125,87,846,1966,39641,2 december 2022,Limhamn,55.5752252,12.9173702307959
4200000,5795000,-1595000,4,128,35,580,1966,24808,2 december 2022,Djupadal,55.57193665,12.957255
6275000,6495000,-220000,5,116,70,656,1923,61219,2 december 2022,Rostorp,55.6145768,13.0450489522048
3600000,4295000,-695000,5,147,100,696,1937,32434,2 december 2022,Söderkulla,55.570136,13.0151447
6700000,7495000,-795000,6,176,9,635,1978,58937,30 november 2022,Limhamn,55.5702404,12.9602701
3700000,4195000,-495000,5,128,128,651,1968,40700,30 november 2022,Husie,55.58072605,13.0755826528498
3050000,3195000,-145000,2,56,14,553,1974,24553,28 november 2022,Bunkeflostrand,55.53901775,12.9150896236861
4000000,4195000,-195000,5,118,77,1041,1963,38502,28 november 2022,Valdemarsro,55.6098799,13.0752962956647
5000000,5295000,-295000,4,103,NA,441,1959,21400,28 november 2022,Riseberga,55.6019603,13.0839956768961
4395000,4595000,-200000,3,55,NA,107,1874,20800,27 november 2022,Limhamn,55.58518565,12.9339618
2235000,2495000,-260000,5,120,NA,589,NA,35000,27 november 2022,Sallerup,55.6022696,13.1189075
6445000,6495000,-50000,4,127,NA,690,1960,47425,25 november 2022,Limhamn,59.38366795,13.4721770480036
4450000,5095000,-645000,3,69,18,107,1903,31902,25 november 2022,Limhamn,55.57972155,12.9307488925651
2970000,2795000,175000,NA,135,NA,291,1981,29935,24 november 2022,Vårsången,55.5536743,13.0159285
5020000,5195000,-175000,6,159,4,835,1979,43290,20 november 2022,Eriksfält,55.5751267,13.0094601768935
5465000,5995000,-530000,5,145,49,508,1986,54460,17 november 2022,Husie,55.58874745,13.0851307
5100000,6000000,-900000,5,155,25,384,1977,27000,17 november 2022,Bunkeflostrand,55.51809185,13.2273717690552
6710000,6995000,-285000,5,154,NA,695,2006,28060,17 november 2022,Bunkeflostrand,55.5499569,12.9245225
6800000,6865000,-65000,7,155,110,669,1932,52544,16 november 2022,Limhamn,60.18916645,24.9186454207424
5500000,NA,NA,4,118,NA,444,2007,39200,15 november 2022,Tygelsjö,55.52148885,12.9989401379148
10200000,10495000,-295000,8,255,NA,1878,1964,54824,14 november 2022,Bunkeflostrand,55.55876435,12.9130626025022
5950000,4995000,955000,5,192,NA,405,1976,41567,14 november 2022,Bunkeflostrand,55.5188489537825,13.2274123884037
16500000,17500000,-1000000,7,250,130,1276,1943,37500,14 november 2022,Sjösida,55.5915125,12.9514149942194
6200000,6795000,-595000,6,144,80,1129,1927,60311,13 november 2022,Almhög,55.57880115,13.0202115008223
6000000,6495000,-495000,8,207,30,756,2010,29424,12 november 2022,Kristineberg,55.69640425,13.2129903319848
5700000,5995000,-295000,5,150,NA,474,2008,49822,11 november 2022,Tygelsjö,56.69919915,16.3642921106073
3130000,NA,NA,5,110,55,718,1949,46206,11 november 2022,Gullvik,55.573789,13.026126729364
2700000,2895000,-195000,4,100,10,615,1927,30026,8 november 2022,Glostorp,55.52643785,13.03977405
3130000,3195000,-65000,4,87,30,422,1961,32063,8 november 2022,Gullvik,55.56925365,13.0363930914468
3200000,3495000,-295000,3,82,4,304,1993,38265,8 november 2022,Tygelsjö,55.5207819,13.0010237
9800000,9475000,325000,6,200,80,536,1972,49500,7 november 2022,Sjösida,55.5926692,12.9489696930971
8140000,8195000,-55000,5,174,192,876,1963,67032,7 november 2022,Bellevue,55.57984525,12.9702003206541
12500000,14995000,-2495000,6,215,47,1853,1954,43000,5 november 2022,Sjösida,55.79633695,13.1045552151277
